Accuracy,Sensitivity,Specificity,Classifier
0.8629737609329446,0.8545830580944471,0.8713644637714422,SVM (RBF Kernel)
0.8104956268221575,0.8051540833406753,0.8158371703036397,SVM (RBF Kernel)
0.8571428571428571,0.8563504115942031,0.8579353026915111,SVM (RBF Kernel)
0.8221574344023324,0.8106434289409544,0.8336714398637103,SVM (RBF Kernel)
0.8483965014577259,0.8378264449857783,0.8589665579296736,SVM (RBF Kernel)
