Accuracy,Sensitivity,Specificity,Classifier
0.8279883381924198,0.8086945533562793,0.8472821230285603,k-NN
0.7521865889212828,0.7323278660742155,0.77204531176835,k-NN
0.7784256559766763,0.7629800552035116,0.793871256749841,k-NN
0.8075801749271136,0.7971376047705954,0.8180227450836319,k-NN
0.7871720116618076,0.7714525535676809,0.8028914697559343,k-NN
